sourceType,sourceId,licenseStatus,attribution,externalSourceUrl,notes
generated_diagnostic,generated-pssa-ela-grade-3,internal_original,Generated by lib/diagnosticGenerator.ts using internal PSSA-style blueprint logic.,,Sampler patterns are style references; exported passages and items are generated platform content.
generated_diagnostic,generated-pssa-ela-grade-4,internal_original,Generated by lib/diagnosticGenerator.ts using internal PSSA-style blueprint logic.,,Sampler patterns are style references; exported passages and items are generated platform content.
generated_diagnostic,generated-pssa-ela-grade-5,internal_original,Generated by lib/diagnosticGenerator.ts using internal PSSA-style blueprint logic.,,Sampler patterns are style references; exported passages and items are generated platform content.
generated_diagnostic,generated-pssa-ela-grade-6,internal_original,Generated by lib/diagnosticGenerator.ts using internal PSSA-style blueprint logic.,,Sampler patterns are style references; exported passages and items are generated platform content.
generated_diagnostic,generated-pssa-ela-grade-7,internal_original,Generated by lib/diagnosticGenerator.ts using internal PSSA-style blueprint logic.,,Sampler patterns are style references; exported passages and items are generated platform content.
generated_diagnostic,generated-pssa-ela-grade-8,internal_original,Generated by lib/diagnosticGenerator.ts using internal PSSA-style blueprint logic.,,Sampler patterns are style references; exported passages and items are generated platform content.
database_passage,cmonfruy60001dpdkkjd7nixo:informational,review_required,,,Verify source metadata before external sharing.
database_passage,cmonfruy60001dpdkkjd7nixo:literary,review_required,,,Verify source metadata before external sharing.
database_passage,cmonfruy60001dpdkkjd7nixo:paired,review_required,,,Verify source metadata before external sharing.
database_passage,cmonfruy60001dpdkkjd7nixo:table,review_required,,,Verify source metadata before external sharing.
database_passage,smoke-reading-buddy-grade-5:smoke-placeholder-passage,review_required,,,Verify source metadata before external sharing.
database_passage,cmowe890u00015ishc8zojkla:informational,review_required,,,Verify source metadata before external sharing.
database_passage,cmowe890u00015ishc8zojkla:literary,review_required,,,Verify source metadata before external sharing.
database_passage,cmowe890u00015ishc8zojkla:paired,review_required,,,Verify source metadata before external sharing.
database_passage,cmowe890u00015ishc8zojkla:table,review_required,,,Verify source metadata before external sharing.
database_passage,cmoweqxei00016zhzbmh0qi15:informational,review_required,,,Verify source metadata before external sharing.
database_passage,cmoweqxei00016zhzbmh0qi15:literary,review_required,,,Verify source metadata before external sharing.
database_passage,cmoweqxei00016zhzbmh0qi15:paired,review_required,,,Verify source metadata before external sharing.
database_passage,cmoweqxei00016zhzbmh0qi15:table,review_required,,,Verify source metadata before external sharing.
database_passage,cmowg7f310001pspnkxcg20vx:informational,review_required,,,Verify source metadata before external sharing.
database_passage,cmowg7f310001pspnkxcg20vx:literary,review_required,,,Verify source metadata before external sharing.
database_passage,cmowg7f310001pspnkxcg20vx:paired,review_required,,,Verify source metadata before external sharing.
database_passage,cmowg7f310001pspnkxcg20vx:table,review_required,,,Verify source metadata before external sharing.
database_passage,cmowzttjv0001twqwmmh5vw4h:informational,review_required,,,Verify source metadata before external sharing.
database_passage,cmowzttjv0001twqwmmh5vw4h:literary,review_required,,,Verify source metadata before external sharing.
database_passage,cmowzttjv0001twqwmmh5vw4h:paired,review_required,,,Verify source metadata before external sharing.
database_passage,cmowzttjv0001twqwmmh5vw4h:table,review_required,,,Verify source metadata before external sharing.
database_passage,cmox0dd6m0001vlf112gmn4mn:informational,review_required,,,Verify source metadata before external sharing.
database_passage,cmox0dd6m0001vlf112gmn4mn:literary,review_required,,,Verify source metadata before external sharing.
database_passage,cmox0dd6m0001vlf112gmn4mn:paired,review_required,,,Verify source metadata before external sharing.
database_passage,cmox0dd6m0001vlf112gmn4mn:table,review_required,,,Verify source metadata before external sharing.
database_passage,cmox0o8jm000174o54afnlqsl:informational,review_required,,,Verify source metadata before external sharing.
database_passage,cmox0o8jm000174o54afnlqsl:literary,review_required,,,Verify source metadata before external sharing.
database_passage,cmox0o8jm000174o54afnlqsl:paired,review_required,,,Verify source metadata before external sharing.
database_passage,cmox0o8jm000174o54afnlqsl:table,review_required,,,Verify source metadata before external sharing.
database_passage,cmox1en5a00017pv3i0wh52rj:informational,review_required,,,Verify source metadata before external sharing.
database_passage,cmox1en5a00017pv3i0wh52rj:literary,review_required,,,Verify source metadata before external sharing.
database_passage,cmox1en5a00017pv3i0wh52rj:paired,review_required,,,Verify source metadata before external sharing.
database_passage,cmox1en5a00017pv3i0wh52rj:table,review_required,,,Verify source metadata before external sharing.
database_passage,cmox1weu0000111juj7ttaghi:informational,review_required,,,Verify source metadata before external sharing.
database_passage,cmox1weu0000111juj7ttaghi:literary,review_required,,,Verify source metadata before external sharing.
database_passage,cmox1weu0000111juj7ttaghi:paired,review_required,,,Verify source metadata before external sharing.
database_passage,cmox1weu0000111juj7ttaghi:table,review_required,,,Verify source metadata before external sharing.
database_passage,cmp30b1of0003rzygvud3j634:informational,review_required,,,Verify source metadata before external sharing.
database_passage,cmp30b1of0003rzygvud3j634:literary,review_required,,,Verify source metadata before external sharing.
database_passage,cmp30b1of0003rzygvud3j634:paired,review_required,,,Verify source metadata before external sharing.
database_passage,cmp30b1of0003rzygvud3j634:table,review_required,,,Verify source metadata before external sharing.
database_passage,cmp30b8ml001trzygc0l59c6f:informational,review_required,,,Verify source metadata before external sharing.
database_passage,cmp30b8ml001trzygc0l59c6f:literary,review_required,,,Verify source metadata before external sharing.
database_passage,cmp30b8ml001trzygc0l59c6f:paired,review_required,,,Verify source metadata before external sharing.
database_passage,cmp30b8ml001trzygc0l59c6f:table,review_required,,,Verify source metadata before external sharing.
database_passage,cmp39560d0001nrdz12i5zojl:informational,review_required,,,Verify source metadata before external sharing.
database_passage,cmp39560d0001nrdz12i5zojl:literary,review_required,,,Verify source metadata before external sharing.
database_passage,cmp39560d0001nrdz12i5zojl:paired,review_required,,,Verify source metadata before external sharing.
database_passage,cmp39560d0001nrdz12i5zojl:table,review_required,,,Verify source metadata before external sharing.
database_passage,cmp39lq4o000111zemifkheel:informational,review_required,,,Verify source metadata before external sharing.
database_passage,cmp39lq4o000111zemifkheel:literary,review_required,,,Verify source metadata before external sharing.
database_passage,cmp39lq4o000111zemifkheel:paired,review_required,,,Verify source metadata before external sharing.
database_passage,cmp39lq4o000111zemifkheel:table,review_required,,,Verify source metadata before external sharing.
database_passage,cmp3dtj800001chf9dli84606:informational,review_required,,,Verify source metadata before external sharing.
database_passage,cmp3dtj800001chf9dli84606:literary,review_required,,,Verify source metadata before external sharing.
database_passage,cmp3dtj800001chf9dli84606:paired,review_required,,,Verify source metadata before external sharing.
database_passage,cmp3dtj800001chf9dli84606:table,review_required,,,Verify source metadata before external sharing.
database_passage,cmp5noc0w0001149w87dd5wol:informational,review_required,,,Verify source metadata before external sharing.
database_passage,cmp5noc0w0001149w87dd5wol:literary,review_required,,,Verify source metadata before external sharing.
database_passage,cmp5noc0w0001149w87dd5wol:paired,review_required,,,Verify source metadata before external sharing.
database_passage,cmp5noc0w0001149w87dd5wol:table,review_required,,,Verify source metadata before external sharing.
database_passage,cmp61ap760001r85qixztqmcj:informational,review_required,,,Verify source metadata before external sharing.
database_passage,cmp61ap760001r85qixztqmcj:literary,review_required,,,Verify source metadata before external sharing.
database_passage,cmp61ap760001r85qixztqmcj:paired,review_required,,,Verify source metadata before external sharing.
database_passage,cmp61ap760001r85qixztqmcj:table,review_required,,,Verify source metadata before external sharing.
database_passage,cmp62uiwt0001ajtyk3hoi18f:informational,review_required,,,Verify source metadata before external sharing.
database_passage,cmp62uiwt0001ajtyk3hoi18f:literary,review_required,,,Verify source metadata before external sharing.
database_passage,cmp62uiwt0001ajtyk3hoi18f:paired,review_required,,,Verify source metadata before external sharing.
database_passage,cmp62uiwt0001ajtyk3hoi18f:table,review_required,,,Verify source metadata before external sharing.
database_passage,pilot-diagnostic-g6-id:informational,review_required,,,Verify source metadata before external sharing.
database_passage,pilot-diagnostic-g6-id:literary,review_required,,,Verify source metadata before external sharing.
database_passage,pilot-diagnostic-g6-id:paired,review_required,,,Verify source metadata before external sharing.
database_passage,pilot-diagnostic-g6-id:table,review_required,,,Verify source metadata before external sharing.
database_passage,pilot-diagnostic-g7-id:informational,review_required,,,Verify source metadata before external sharing.
database_passage,pilot-diagnostic-g7-id:literary,review_required,,,Verify source metadata before external sharing.
database_passage,pilot-diagnostic-g7-id:paired,review_required,,,Verify source metadata before external sharing.
database_passage,pilot-diagnostic-g7-id:table,review_required,,,Verify source metadata before external sharing.
lesson,cmpdfkjg10007evu9n99td6m5,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdfllov000fevu97xukjt9t,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdfmzxq000sevu9v6rfh6gf,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdfprp00015evu9t95bnlth,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdfpwdp001devu9m22ak7yq,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdfsse80023evu9p3ru6hyw,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdfsjgm001vevu9ftccbyhm,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdfvzjb002gevu9myf1nvdt,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdfxnn7002tevu993vrd9h7,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdg13nn0036evu9quxzpq9a,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdg1f67003eevu9q8cyr7oa,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdg5iim003wevu9kuk3b0bf,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdg77dl0048evu9yx51bo8o,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdg94wd004levu9htte4cct,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdgccj1004yevu9ezvs5f22,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdge47w005bevu9y1vtuc9k,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdggth4005oevu9zrifadqq,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdgj3z00061evu9osxvuo1u,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdgkud3006eevu9jb8e6dht,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdgm4f3006mevu91x36jxg8,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdgpv0n006zevu9ueolu61j,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdqz49f000aes458ungmt69,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdgspjc007devu9e4f0jqfu,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdgte5s007levu96qndx56t,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdgvi9g0082evu9jlk35wzb,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdgvnv5008aevu90h6ug77j,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdgyudg008nevu9q18muwup,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdgyw0h008vevu9kb541y7f,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdh2xsi0098evu9zawl135n,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdh3j20009gevu9lc0iynfk,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdh5m7u009qevu9b6sq9ivk,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdh63tp009yevu9abub6l5w,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdha1hu00abevu9csx08m68,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdhas9n00ajevu9teh71x9k,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdhcgsm00awevu9rk3hmgr4,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdhgonw00b9evu9g6u9w9jt,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdhhzd600bjevu9362t3f0f,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdhlfoh00buevu902sxjmck,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdhn7na00c2evu91o7fjgaw,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdhp9cf00cfevu9521zskko,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdhrlfc00cqevu9gdjhv6if,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdht2ut00cyevu96difvrzn,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdhvyp400d8evu9dt50rod2,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdhwrjk00dievu9tdtn7as2,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdi049g00e0evu9i4lhqmdd,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdhzp7s00dsevu91d5ngbrd,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdi436p00edevu9qj8qbl4v,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdi5a0y00elevu98ni5vpa6,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdi8kps00etevu9e5xap1kx,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdibiyu00f1evu9w0ber6ec,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdid0ed00fdevu9ztkt8ejr,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdie6nd00fqevu9h7ooi2ft,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdii6m500g2evu9v5z7faq3,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdijwpx00gaevu9kg2tawq6,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdillv200gkevu9hbeud3qu,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdio2v800h0evu9lu9ndp41,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdio0lr00gsevu959kopr04,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdiqi2w00hcevu9yw697jp4,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdiqj9200hkevu9wac0r2fv,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdiswsi00hwevu91ig9arf8,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpditszl00i4evu9n5fh3bke,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdix3ca00ieevu93foszdc7,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdixewz00imevu9suq29iqw,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdj01xo00iuevu9izx8k7y1,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdj1ix500j7evu9zr5yunga,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdj50cw00jievu9ntghh2es,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdj5q6m00jqevu9qdtztwdw,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdja62n00kcevu95i3mk73e,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdj9vr600k4evu9dq98qlfl,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdjhkxi00l2evu94t0y8mor,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdjez5k00kpevu91xq22rwd,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdjk9h000laevu9jego1yoz,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdjkgeo00lievu9ok63uz47,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdjovhx00lvevu9o9spwc6q,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
lesson,cmpdjp0sg00m3evu9tkxbxwug,internal_or_ai_assisted_review_required,PREBUILT_AI_LIBRARY,,Lesson may contain resource links or AI-assisted text; review sourcePayload/reviewMetadata.
